"Indicativo","NOMBRE","PROVINCIA","MUNICIPIO","ALTITUD","LONGITUD","LATITUD","DATUM","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre","anual","Archivo_Origen"
"1505","LUGO/ROZAS","LUGO","CASTRO DE REI",445,727272,430641,"ETRS89","30","42","46","30","57","40","59","51","58","35","42","17","42","P_SOL_2020.csv"
"1549","PONFERRADA","LEON","PONFERRADA",534,636002,423350,"ETRS89","36","58","57","39","67","57","81","68","71","41","47","19","53","P_SOL_2020.csv"
"1690A","OURENSE","OURENSE","OURENSE",143,751352,421931,"ETRS89","28","44","48","28",NA,NA,"79","62","62","34",NA,"22",NA,"P_SOL_2020.csv"
"2030","SORIA","SORIA","SORIA",1082,228592,414630,"ETRS89","49","61","52","30","59","56","72","73","68","58","53","34","55","P_SOL_2020.csv"
"2331","BURGOS/VILLAFRÍA","BURGOS","BURGOS",891,337132,422125,"ETRS89","36","52","50","28","59","50","77","67","67","43","49","23","50","P_SOL_2020.csv"
"2422","VALLADOLID","VALLADOLID","VALLADOLID",735,445162,413827,"ETRS89","24","53","56","39","61","64","75","74","75","62","43","35","55","P_SOL_2020.csv"
"2444","ÁVILA","AVILA","ÁVILA",1130,440482,403933,"ETRS89","40","71","47","40","70","73","86","83","74","66","46","41","61","P_SOL_2020.csv"
"2462","NAVACERRADA,PUERTO","MADRID","CERCEDILLA",1894,400382,404735,"ETRS89","39","59","34","26","58","63","82","81","59","43","41","19","50","P_SOL_2020.csv"
"2465","SEGOVIA","SEGOVIA","SEGOVIA",1005,407352,405643,"ETRS89","46","62","49","38","65","69","85","82","71","56","52","29","59","P_SOL_2020.csv"
"2539","VALLADOLID/VILLANUBLA","VALLADOLID","VILLANUBLA",846,451202,414243,"ETRS89","25","57",NA,NA,NA,NA,NA,"80","68","61","48","34",NA,"P_SOL_2020.csv"
"2614","ZAMORA","ZAMORA","ZAMORA",656,544072,413056,"ETRS89","17","51","54","38","68",NA,"88","77","73","59","31","34",NA,"P_SOL_2020.csv"
"2661","LEÓN/VIRGEN DEL CAMINO","LEON","VALVERDE DE LA VIRGEN",912,539042,423518,"ETRS89","36","63","70","44","64","71","89","74","74","64","46","41","61","P_SOL_2020.csv"
"2867","SALAMANCA/MATACAN","SALAMANCA","CALVARRASA DE ABAJO",790,529542,405734,"ETRS89","41","65","53","41","71","72","90","85","80","68","50","44","63","P_SOL_2020.csv"
"2870","SALAMANCA,OBS.","SALAMANCA","SALAMANCA",775,539442,405727,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3013","MOLINA DE ARAGÓN","GUADALAJARA","MOLINA DE ARAGÓN",1062,152442,405030,"ETRS89","39","65","42",NA,"63","68","75","77","61","53",NA,"40",NA,"P_SOL_2020.csv"
"3129","MADRID/BARAJAS","MADRID","MADRID",609,333202,402800,"ETRS89",NA,NA,NA,"38","64",NA,NA,NA,"66","59","42","44",NA,"P_SOL_2020.csv"
"3175","MADRID/TORREJÓN","MADRID","TORREJÓN DE ARDOZ",607,326372,402919,"ETRS89","49","57","47","44","68","78","83","84","69","62","43","40","60","P_SOL_2020.csv"
"3191E","COLMENAR VIEJO/FAMET","MADRID","COLMENAR VIEJO",1004,345542,404146,"ETRS89","46",NA,NA,NA,"62","72","78","79","68","62","41","48",NA,"P_SOL_2020.csv"
"3195","MADRID,RETIRO","MADRID","MADRID",667,340412,402443,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3196","MADRID/CUATRO VIENTOS","MADRID","MADRID",690,347102,402232,"ETRS89","50","60","50","48","69","80","81","83","72","67","46","48","63","P_SOL_2020.csv"
"3200","MADRID/GETAFE","MADRID","GETAFE",620,343202,401758,"ETRS89","49","57","49","47","66","77","83","83","74","68","45","48","62","P_SOL_2020.csv"
"3260B","TOLEDO","TOLEDO","TOLEDO",515,402432,395305,"ETRS89","49","58","58","51","68","81","86","86","78","75","43","51","65","P_SOL_2020.csv"
"3469A","CÁCERES","CACERES","CÁCERES",394,620202,392817,"ETRS89","52","64","63","54","73","87","90","91","78","70","44","44","68","P_SOL_2020.csv"
"367","GIRONA/COSTA BRAVA","GIRONA","VILOBÍ D'ONYAR",143,245481,415442,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4121","CIUDAD REAL","CIUDAD REAL","CIUDAD REAL",628,355132,385921,"ETRS89","47","58","55","47","69","83","86",NA,"72",NA,"48",NA,NA,"P_SOL_2020.csv"
"4452","BADAJOZ/TALAVERA LA REAL","BADAJOZ","BADAJOZ",185,648502,385300,"ETRS89","42","60","62","47","70","83","90","88","76","68","37","38","63","P_SOL_2020.csv"
"4642E","HUELVA, RONDA ESTE","HUELVA","HUELVA",19,654422,371642,"ETRS89","59","81","64","54","78","85","90","93","81","81","60","60","74","P_SOL_2020.csv"
"5000C","CEUTA","CEUTA","CEUTA",87,520492,355319,"ETRS89","46","56","49","39","68",NA,"69","77","60","61","40","50",NA,"P_SOL_2020.csv"
"5270B","JAÉN","JAEN","JAÉN",580,348322,374639,"ETRS89","54","74","59","47",NA,NA,NA,NA,NA,NA,NA,"51",NA,"P_SOL_2020.csv"
"5402","CÓRDOBA/AEROPUERTO","CORDOBA","CÓRDOBA",90,450482,375056,"ETRS89","63","81","74","70","72","85","88","86","73","77","58","52","73","P_SOL_2020.csv"
"5514","GRANADA/BASE AÉREA","GRANADA","ALHENDÍN",687,337532,370814,"ETRS89","66","75","50","48","72","85","85","86","68","74","62","49","68","P_SOL_2020.csv"
"5530E","GRANADA/AEROPUERTO","GRANADA","CHAUCHINA",567,347222,371123,"ETRS89","68","83","57","48","74","86","87","89","75","80","66","53","72","P_SOL_2020.csv"
"5783","SEVILLA/SAN PABLO","SEVILLA","SEVILLA",34,552452,372500,"ETRS89","60","78","67","57","76",NA,NA,NA,NA,NA,NA,NA,NA,"P_SOL_2020.csv"
"5796","MORÓN DE LA FRONTERA","SEVILLA","ARAHAL",87,536412,370952,"ETRS89","61","76","51",NA,NA,"83","86","88","69","77","63","55",NA,"P_SOL_2020.csv"
"5910","ROTA B.N.OBSERVATORIO'","CADIZ","ROTA",21,619572,363820,"ETRS89","61","75","62","58","76","82","84","87","73","78","57","53","71","P_SOL_2020.csv"
"5960","JEREZ DE LA FRONTERA/AEROPUERTO","CADIZ","JEREZ DE LA FRONTERA",27,603212,364502,"ETRS89","62","76","54","49","69","85","87","88","76","78","60",NA,NA,"P_SOL_2020.csv"
"5973","CÁDIZ,OBS.","CADIZ","CÁDIZ",2,615282,362959,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6000A","MELILLA","MELILLA","MELILLA",52,257232,351635,"ETRS89","66","63","53",NA,"60","78","63","77","65",NA,"64","60",NA,"P_SOL_2020.csv"
"6001","TARIFA","CADIZ","TARIFA",32,535562,360050,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6155A","MÁLAGA/AEROPUERTO","MALAGA","MÁLAGA",5,428562,363958,"ETRS89","53","67","49","41","70",NA,"80","83","68","72","49","61",NA,"P_SOL_2020.csv"
"6325O","ALMERÍA/AEROPUERTO","ALMERIA","ALMERÍA",21,221252,365047,"ETRS89","64","73",NA,NA,NA,"86","84","83","73","77","68","73",NA,"P_SOL_2020.csv"
"7031","MURCIA/SAN JAVIER","MURCIA","SAN JAVIER",4,48122,374720,"ETRS89",NA,"74","50",NA,"74","79","79",NA,"68","74","64","70",NA,"P_SOL_2020.csv"
"7178I","MURCIA","MURCIA","MURCIA",61,110152,380007,"ETRS89","65","74","56","55","79","80","86","86","79","80","71","74","74","P_SOL_2020.csv"
"7228","MURCIA/ALCANTARILLA","MURCIA","MURCIA",75,113432,375728,"ETRS89","65","71","50","50","75","80","82","83","68","77","69","75","70","P_SOL_2020.csv"
"76","BARCELONA/AEROPUERTO","BARCELONA","EL PRAT DE LLOBREGAT",4,204121,411734,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8019","ALICANTE-ELCHE/AEROPUERTO","ALICANTE","ELCHE/ELX",43,34152,381658,"ETRS89",NA,"76","54","61","78","82","85","84","78","80","66","73",NA,"P_SOL_2020.csv"
"8025","ALICANTE","ALICANTE","ALICANTE/ALACANT",81,29392,382221,"ETRS89","70","76","55","61","77","82","85","84","79","80","67","73","74","P_SOL_2020.csv"
"8096","CUENCA","CUENCA","CUENCA",948,207552,400402,"ETRS89","46","65","41","40","53","59","64","73","60","64","54","52","56","P_SOL_2020.csv"
"8175","ALBACETE/LOS LLANOS","ALBACETE","ALBACETE",702,151232,385715,"ETRS89","52","65","48","47","66","75","80","80","71","72","58",NA,NA,"P_SOL_2020.csv"
"8178D","ALBACETE,OBS.","ALBACETE","ALBACETE",676,151442,390020,"ETRS89",NA,NA,NA,"48","68",NA,"82",NA,NA,NA,NA,NA,NA,"P_SOL_2020.csv"
"8368U","TERUEL","TERUEL","TERUEL",900,107272,402102,"ETRS89","52","73","45","46",NA,"66","74","77","69","67","52",NA,NA,"P_SOL_2020.csv"
"8414A","VALENCIA/AEROPUERTO","VALENCIA","MANISES",56,28292,392906,"ETRS89","60","77","43","49","69","74","73","79","74","76","59","77","68","P_SOL_2020.csv"
"8416","VALENCIA","VALENCIA","VALÈNCIA",11,21592,392850,"ETRS89","55","70","42","47","65","71","72","75","72","72","58","77","65","P_SOL_2020.csv"
"8500A","CASTELLÓN-ALMASSORA","CASTELLON","ALMASSORA",43,4192,395726,"ETRS89","61","77","49","50","73","73","77","78","77","78","63","75","69","P_SOL_2020.csv"
"9091O","FORONDA-TXOKIZA","ARABA/ALAVA","VITORIA-GASTEIZ",513,244062,425255,"ETRS89","34","53","45","39","53","45","58","54","56","42","44","25","46","P_SOL_2020.csv"
"9170","LOGROÑO/AGONCILLO","LA RIOJA","AGONCILLO",353,219522,422708,"ETRS89","35",NA,"53","36",NA,"53","77","66","72","52","41","33",NA,"P_SOL_2020.csv"
"9262","PAMPLONA OBSERVATORIO","NAVARRA","PAMPLONA/IRUÑA",450,138182,424904,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9263D","PAMPLONA/NOAIN","NAVARRA","GALAR",459,139002,424637,"ETRS89","41","59","40","31",NA,NA,"70","64","63","40","48","20",NA,"P_SOL_2020.csv"
"9381I","CALAMOCHA","TERUEL","CALAMOCHA",890,117362,405534,"ETRS89","51","71","50","38","66","67","79","79","69","65","56","51","62","P_SOL_2020.csv"
"9390","DAROCA I","ZARAGOZA","DAROCA",779,124362,410652,"ETRS89","42","63","44","36","63","66","74","78","64","61","45","41","56","P_SOL_2020.csv"
"9434","ZARAGOZA/AEROPUERTO","ZARAGOZA","ZARAGOZA",249,100152,413938,"ETRS89","43","76","55","49",NA,NA,"81","82",NA,NA,NA,"46",NA,"P_SOL_2020.csv"
"9771C","LLEIDA","LLEIDA","LLEIDA",185,35531,413734,"ETRS89","19","72","61","53","71",NA,"86","81","79","77","43","47",NA,"P_SOL_2020.csv"
"9898","HUESCA/PIRINEOS","HUESCA","ALCALÁ DEL OBISPO",546,19322,420504,"ETRS89","40","77","54","48","65","63","80","78","74","68","55","46","62","P_SOL_2020.csv"
"9981A","TORTOSA","TARRAGONA","ROQUETES",50,29361,404913,"ETRS89","60","71","50","41","63","59","77","75","69","71","58","61","63","P_SOL_2020.csv"
"B228","PALMA-PUERTO","BALEARES","PALMA",3,237311,393319,"ETRS89","49","59",NA,NA,NA,"73","75","73","68","65","56","56",NA,"P_SOL_2020.csv"
"B278","PALMA DE MALLORCA/SON SAN JUAN","BALEARES","PALMA",8,244121,393339,"ETRS89","48","63",NA,"56","73","73","76","74","70","66","57","50",NA,"P_SOL_2020.csv"
"B893","MENORCA/AEROPUERTO","BALEARES","MAÓ-MAHÓN",91,412561,395117,"ETRS89","47","63","48","56","74","70","78","77","69","68","52","42","62","P_SOL_2020.csv"
"B954","IBIZA/ES CODOLÁ","BALEARES","SANT JOSEP DE SA TALAIA",6,123041,385235,"ETRS89","56","67","53","54",NA,NA,NA,"75","70","71","53","64",NA,"P_SOL_2020.csv"
"C029O","LANZAROTE/AEROPUERTO","LAS PALMAS","SAN BARTOLOMÉ",14,1336012,285707,"REGCAN95",NA,"80",NA,NA,NA,NA,NA,"82","76","72",NA,NA,NA,"P_SOL_2020.csv"
"C139E","LA PALMA/AEROPUERTO","SANTA CRUZ DE TENERIFE","BREÑA BAJA",33,1745182,283759,"REGCAN95","54","59","52","49",NA,"44","63","69","48","42","54","37",NA,"P_SOL_2020.csv"
"C249I","FUERTEVENTURA/AEROPUERTO","LAS PALMAS","PUERTO DEL ROSARIO",25,1351472,282641,"REGCAN95",NA,NA,NA,NA,NA,NA,"74",NA,NA,NA,NA,NA,NA,"P_SOL_2020.csv"
"C429I","TENERIFE/SUR","SANTA CRUZ DE TENERIFE","GRANADILLA DE ABONA",64,1633402,280249,"REGCAN95","78","84","69","63","72","74","86","87","70","71","70","64","74","P_SOL_2020.csv"
"C430E","IZAÑA","SANTA CRUZ DE TENERIFE","LA OROTAVA",2371,1629582,281832,"REGCAN95","86","89","81","84","93","91","93","95","81","82",NA,"77",NA,"P_SOL_2020.csv"
"C447A","TENERIFE/LOS RODEOS","SANTA CRUZ DE TENERIFE","SAN CRISTÓBAL DE LA LAGUNA",632,1619462,282839,"REGCAN95","40","65","45","51","55","27","64",NA,"58",NA,NA,"24",NA,"P_SOL_2020.csv"
"C449C","STA.CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",35,1615192,282748,"REGCAN95","69","80","65",NA,NA,"72","89","87","75","66","62","61",NA,"P_SOL_2020.csv"
"C649I","GRAN CANARIA/AEROPUERTO","LAS PALMAS","INGENIO",32,1523432,275504,"REGCAN95",NA,NA,NA,"73",NA,NA,NA,NA,NA,NA,"63","70",NA,"P_SOL_2020.csv"
"C929I","HIERRO/AEROPUERTO","SANTA CRUZ DE TENERIFE","VALVERDE",32,1753202,274908,"REGCAN95","65",NA,"63","68","67","60","58","64","59","63","56","47",NA,"P_SOL_2020.csv"
"0016A","REUS/AEROPUERTO","TARRAGONA","REUS",71,109491,410842,"ETRS89","10251","10244","10165","10158","10163","10141","10160","10137","10166","10159","10223","10124","10174","Q_MAR_2020.csv"
"0076",NA,NA,NA,NA,NA,NA,NA,"10250","10243","10165","10160","10166","10145","10164","10139","10166","10159","10224","10120","10175","Q_MAR_2020.csv"
"0200E","BARCELONA (FABRA)","BARCELONA","BARCELONA",408,207271,412506,"ETRS89","10236","10229","10153","10147","10152","10130","10148","10125","10152","10147","10211","10110","10162","Q_MAR_2020.csv"
"0367",NA,NA,NA,NA,NA,NA,NA,"10245","10232","10159","10152","10153",NA,NA,"10128",NA,"10150","10219",NA,NA,"Q_MAR_2020.csv"
"1014","HONDARRIBIA-MALKARROA","GIPUZKOA","HONDARRIBIA",4,147322,432125,"ETRS89","10251","10247","10180","10144","10174","10160","10192","10155","10177","10164","10215","10127","10182","Q_MAR_2020.csv"
"1024E","SAN SEBASTIÁN,IGUELDO","GIPUZKOA","DONOSTIA/SAN SEBASTIÁN",251,202282,431823,"ETRS89","10253","10250","10182","10147","10176","10163","10194","10158","10180","10166","10216","10131","10185","Q_MAR_2020.csv"
"1082","BILBAO/AEROPUERTO","BIZKAIA","LOIU",42,254232,431753,"ETRS89","10256","10253","10187","10147","10178","10166","10197","10161","10183","10170","10218","10137","10188","Q_MAR_2020.csv"
"1109","SANTANDER/PARAYAS","CANTABRIA","CAMARGO",3,349322,432526,"ETRS89","10254","10249",NA,NA,"10179","10166","10199","10162","10183","10167","10208","10133",NA,"Q_MAR_2020.csv"
"1111","SANTANDER I,CMT","CANTABRIA","SANTANDER",52,348022,432928,"ETRS89","10251","10249",NA,NA,NA,"10168",NA,"10164","10185","10167","10212",NA,NA,"Q_MAR_2020.csv"
"1208H","GIJÓN, MUSEL","ASTURIAS","GIJÓN",5,542032,433336,"ETRS89","10240","10238","10181","10135","10167","10159","10192","10155","10179","10165","10203","10136","10179","Q_MAR_2020.csv"
"1212E","ASTURIAS/AVILÉS","ASTURIAS","CASTRILLÓN",127,602392,433401,"ETRS89","10249","10247",NA,"10143","10179","10170","10201","10163","10186","10168","10206",NA,NA,"Q_MAR_2020.csv"
"1249I","OVIEDO","ASTURIAS","OVIEDO",336,552272,432112,"ETRS89","10248","10244","10188","10141","10174","10166","10195","10160","10183","10167","10206","10143","10185","Q_MAR_2020.csv"
"1387","A CORUÑA","A CORUÑA","A CORUÑA",58,825172,432157,"ETRS89","10249","10254","10195","10143","10174","10180","10196","10171","10186","10176","10201","10155","10190","Q_MAR_2020.csv"
"1387E","A CORUÑA/ALVEDRO","A CORUÑA","CULLEREDO",98,822192,431825,"ETRS89","10250","10251","10190","10139","10169","10176","10190","10167","10182","10174","10198","10154","10187","Q_MAR_2020.csv"
"1428","SANTIAGO DE COMPOSTELA/LABACOLLA","A CORUÑA","O PINO",370,824382,425317,"ETRS89","10253","10259","10190","10140",NA,"10173","10177","10164","10178","10180","10201","10163",NA,"Q_MAR_2020.csv"
"1484C","PONTEVEDRA","PONTEVEDRA","PONTEVEDRA",108,836572,422618,"ETRS89","10245","10254","10179","10134","10156","10167","10160","10157","10168","10175","10191","10161","10179","Q_MAR_2020.csv"
"1495","VIGO/PEINADOR","PONTEVEDRA","REDONDELA",261,837262,421419,"ETRS89","10254","10263","10186",NA,"10161","10171",NA,NA,"10173","10184","10199","10172",NA,"Q_MAR_2020.csv"
"1505","LUGO/ROZAS","LUGO","CASTRO DE REI",445,727272,430641,"ETRS89","10257","10259","10192",NA,"10168","10169","10185","10163","10183","10180","10210","10163",NA,"Q_MAR_2020.csv"
"1549","PONFERRADA","LEON","PONFERRADA",534,636002,423350,"ETRS89","10270","10265","10179","10134","10151","10151","10149",NA,"10169","10182","10217","10170",NA,"Q_MAR_2020.csv"
"1690A","OURENSE","OURENSE","OURENSE",143,751352,421931,"ETRS89","10251","10253","10175",NA,"10149","10155","10152","10147","10164","10174","10196","10161",NA,"Q_MAR_2020.csv"
"2030","SORIA","SORIA","SORIA",1082,228592,414630,"ETRS89",NA,"10253","10168","10140","10146","10126","10135","10124","10161","10173","10222","10154",NA,"Q_MAR_2020.csv"
"2331","BURGOS/VILLAFRÍA","BURGOS","BURGOS",891,337132,422125,"ETRS89","10272","10263","10180","10142","10158","10138","10155","10135","10171","10178","10226","10161","10182","Q_MAR_2020.csv"
"2422","VALLADOLID","VALLADOLID","VALLADOLID",735,445162,413827,"ETRS89","10276","10266","10173","10138","10152","10132","10136","10131","10165","10178","10220","10168","10178","Q_MAR_2020.csv"
"2444","ÁVILA","AVILA","ÁVILA",1130,440482,403933,"ETRS89","10268","10263","10173","10139","10145","10123","10122","10124","10160","10181",NA,"10173",NA,"Q_MAR_2020.csv"
"2462","NAVACERRADA,PUERTO","MADRID","CERCEDILLA",1894,400382,404735,"ETRS89","10259","10257","10174","10146","10147","10125","10118",NA,"10162","10183","10210","10174",NA,"Q_MAR_2020.csv"
"2465","SEGOVIA","SEGOVIA","SEGOVIA",1005,407352,405643,"ETRS89","10265","10261","10170","10136","10144","10125","10123","10123","10159","10178","10212","10172","10172","Q_MAR_2020.csv"
"2539","VALLADOLID/VILLANUBLA","VALLADOLID","VILLANUBLA",846,451202,414243,"ETRS89","10276","10268","10176","10140","10154","10135","10138","10131","10166","10180","10222","10169","10180","Q_MAR_2020.csv"
"2614","ZAMORA","ZAMORA","ZAMORA",656,544072,413056,"ETRS89","10286","10277","10186","10149","10161","10145","10147","10143","10175","10189","10231","10178","10189","Q_MAR_2020.csv"
"2661","LEÓN/VIRGEN DEL CAMINO","LEON","VALVERDE DE LA VIRGEN",912,539042,423518,"ETRS89","10272","10259","10171","10133","10149","10133","10138","10133","10164","10171","10218","10157","10175","Q_MAR_2020.csv"
"2867","SALAMANCA/MATACAN","SALAMANCA","CALVARRASA DE ABAJO",790,529542,405734,"ETRS89","10272","10269","10175","10137","10147","10130","10129","10129","10163","10181","10215","10176","10177","Q_MAR_2020.csv"
"2870","SALAMANCA,OBS.","SALAMANCA","SALAMANCA",775,539442,405727,"ETRS89","10282","10273","10185","10150","10153","10132","10122",NA,"10158","10185","10220","10190",NA,"Q_MAR_2020.csv"
"3013","MOLINA DE ARAGÓN","GUADALAJARA","MOLINA DE ARAGÓN",1062,152442,405030,"ETRS89","10276","10265","10174","10143","10151","10125","10135","10126","10170","10184","10233","10165","10179","Q_MAR_2020.csv"
"3129","MADRID/BARAJAS","MADRID","MADRID",609,333202,402800,"ETRS89","10269","10266","10169","10142","10147","10119","10121","10119","10160","10180","10224","10170","10174","Q_MAR_2020.csv"
"3175","MADRID/TORREJÓN","MADRID","TORREJÓN DE ARDOZ",607,326372,402919,"ETRS89","10270","10268","10169",NA,NA,"10119","10120","10121","10159","10180","10222",NA,NA,"Q_MAR_2020.csv"
"3191E","COLMENAR VIEJO/FAMET","MADRID","COLMENAR VIEJO",1004,345542,404146,"ETRS89","10258",NA,"10163","10137","10142","10113","10112","10112","10152","10171","10212","10162",NA,"Q_MAR_2020.csv"
"3195","MADRID,RETIRO","MADRID","MADRID",667,340412,402443,"ETRS89",NA,"10263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q_MAR_2020.csv"
"3196","MADRID/CUATRO VIENTOS","MADRID","MADRID",690,347102,402232,"ETRS89","10265","10264","10169","10142",NA,"10120","10119","10119","10158","10177","10218","10170",NA,"Q_MAR_2020.csv"
"3200","MADRID/GETAFE","MADRID","GETAFE",620,343202,401758,"ETRS89","10266","10265","10169","10141","10147","10120","10120","10119","10158",NA,"10219","10170",NA,"Q_MAR_2020.csv"
"3260B","TOLEDO","TOLEDO","TOLEDO",515,402432,395305,"ETRS89","10265","10265","10166","10140","10145","10121","10118","10119","10158","10177","10214","10171","10172","Q_MAR_2020.csv"
"3469A","CÁCERES","CACERES","CÁCERES",394,620202,392817,"ETRS89","10262","10265","10171","10143","10150","10139","10123","10128","10157","10180","10204","10182","10175","Q_MAR_2020.csv"
"367","GIRONA/COSTA BRAVA","GIRONA","VILOBÍ D'ONYAR",143,245481,415442,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4121","CIUDAD REAL","CIUDAD REAL","CIUDAD REAL",628,355132,385921,"ETRS89","10269","10269","10169","10144","10147","10126","10116",NA,"10158","10182","10215","10180",NA,"Q_MAR_2020.csv"
"4452","BADAJOZ/TALAVERA LA REAL","BADAJOZ","BADAJOZ",185,648502,385300,"ETRS89","10260","10265","10173","10145","10151","10147","10128","10134","10158","10181","10199","10186","10177","Q_MAR_2020.csv"
"4642E","HUELVA, RONDA ESTE","HUELVA","HUELVA",19,654422,371642,"ETRS89","10255","10259","10173","10151","10155","10157","10138","10138","10163","10183","10193","10189","10180","Q_MAR_2020.csv"
"5000C","CEUTA","CEUTA","CEUTA",87,520492,355319,"ETRS89","10252","10260","10174","10161","10166","10160","10149","10139","10169","10188","10202","10186","10184","Q_MAR_2020.csv"
"5270B","JAÉN","JAEN","JAÉN",580,348322,374639,"ETRS89","10263","10261","10169","10147","10147",NA,"10120","10121",NA,"10182","10206","10186",NA,"Q_MAR_2020.csv"
"5402","CÓRDOBA/AEROPUERTO","CORDOBA","CÓRDOBA",90,450482,375056,"ETRS89","10262","10262","10171","10151","10153",NA,"10126",NA,"10160","10183","10205","10189",NA,"Q_MAR_2020.csv"
"5514","GRANADA/BASE AÉREA","GRANADA","ALHENDÍN",687,337532,370814,"ETRS89","10264","10265","10172","10149","10149","10132","10118","10115","10156","10184","10208","10190","10175","Q_MAR_2020.csv"
"5530E","GRANADA/AEROPUERTO","GRANADA","CHAUCHINA",567,347222,371123,"ETRS89","10265","10263","10168","10147","10146","10131","10116","10116","10155","10183","10208","10189","10174","Q_MAR_2020.csv"
"5783","SEVILLA/SAN PABLO","SEVILLA","SEVILLA",34,552452,372500,"ETRS89","10258",NA,"10171","10150","10153",NA,NA,"10130","10160","10182",NA,"10189",NA,"Q_MAR_2020.csv"
"5796","MORÓN DE LA FRONTERA","SEVILLA","ARAHAL",87,536412,370952,"ETRS89","10257","10257",NA,NA,"10153","10152","10131","10131","10159","10181","10196","10190",NA,"Q_MAR_2020.csv"
"5910","ROTA B.N.OBSERVATORIO'","CADIZ","ROTA",21,619572,363820,"ETRS89","10257","10261","10177","10157","10160","10164","10141","10142",NA,NA,NA,NA,NA,"Q_MAR_2020.csv"
"5960","JEREZ DE LA FRONTERA/AEROPUERTO","CADIZ","JEREZ DE LA FRONTERA",27,603212,364502,"ETRS89","10256",NA,NA,"10154","10157","10159",NA,"10137",NA,NA,"10193",NA,NA,"Q_MAR_2020.csv"
"5973","CÁDIZ,OBS.","CADIZ","CÁDIZ",2,615282,362959,"ETRS89","10263","10267","10183","10164","10167","10173","10151","10149","10171","10192","10200","10197","10190","Q_MAR_2020.csv"
"6000A","MELILLA","MELILLA","MELILLA",52,257232,351635,"ETRS89","10252","10259","10173","10163","10165","10155","10147","10134","10164","10184","10203","10178","10181","Q_MAR_2020.csv"
"6001","TARIFA","CADIZ","TARIFA",32,535562,360050,"ETRS89","10235","10240",NA,NA,NA,"10144","10121","10119","10143","10165",NA,"10168",NA,"Q_MAR_2020.csv"
"6155A","MÁLAGA/AEROPUERTO","MALAGA","MÁLAGA",5,428562,363958,"ETRS89","10255","10262","10173","10161","10166","10147","10149","10134","10171","10185","10206","10179","10182","Q_MAR_2020.csv"
